Timestamp,Open,High,Low,Close
6/23/2022,142.12,145.33,141.69,145.07
6/22/2022,140.4,142.6,140.28,142.16
6/21/2022,140.17,140.89,139.93,140.21
6/20/2022,141.17,141.86,140.03,140.34
6/17/2022,140.42,141.87,139.44,141.18
6/16/2022,142.24,142.24,137.55,140.62
6/15/2022,139.61,142.39,139.13,141.49
6/14/2022,141.53,142.46,139.17,140.47
6/13/2022,143.59,144.07,141.07,142.06
6/10/2022,144.62,145.39,143.49,143.86
6/9/2022,145.57,146.31,144.2,144.68
6/8/2022,146.36,146.48,145.56,145.82
6/7/2022,146.06,146.8,145.71,146.69
6/6/2022,146.91,147.29,146.07,146.11
6/3/2022,147.29,147.51,146.73,146.79
6/2/2022,148.15,148.25,147.22,147.42
6/1/2022,148.69,149.01,147.94,148.17
5/31/2022,149.66,150.05,148.5,148.73
5/30/2022,150.64,150.68,149.52,149.81
5/27/2022,150.47,151.3,150.38,150.9
5/26/2022,151.02,151.9,150.35,150.42
5/25/2022,150.71,151.59,150.64,151.08
5/24/2022,150.26,151.14,149.93,151.1
5/23/2022,150.98,151.27,150.01,150.27
5/20/2022,150.76,151.38,150.32,151.09
5/19/2022,150.23,151.61,149.64,151.04
5/18/2022,149.74,150.22,149.05,150.1
5/17/2022,150.88,150.9,149.49,149.7
5/16/2022,151.04,151.36,150.15,151.19
5/13/2022,152.22,152.28,150.81,150.92
5/12/2022,151.01,152.49,150.77,151.92
5/11/2022,149.8,151.02,149.03,150.07
5/10/2022,149.09,150.33,148.66,150.11
5/9/2022,148.17,149.17,147.65,148.9
5/6/2022,149.71,149.9,147.97,148.1
5/5/2022,150.76,151.34,149.31,149.71
5/4/2022,150.02,150.89,149.6,150.34
5/3/2022,150.5,151.26,149.82,150.83
5/2/2022,150.77,151.35,150.39,150.65
4/29/2022,151.6,151.85,150.59,150.75
4/28/2022,152.51,153.16,151.18,151.31
4/27/2022,152.61,152.99,151.98,152.62
4/26/2022,151.93,152.9,151.34,152.64
4/25/2022,150.3,152.42,150.27,152.05
4/22/2022,150.63,151.08,150.21,150.41
4/21/2022,151.73,151.82,150.44,150.96
4/20/2022,150.6,152.16,150.41,151.77
4/19/2022,151.71,151.86,150.45,150.86
4/14/2022,152.64,153.33,151.79,152.11
4/13/2022,152.26,153.07,151.67,153.02
4/12/2022,151.91,152.92,151.43,152.52
4/11/2022,153.29,153.35,152.09,152.19
4/8/2022,154.17,154.45,153.42,153.73
4/7/2022,154.75,155.03,153.56,153.99
4/6/2022,154.92,154.94,154,154.4
4/5/2022,156.47,156.58,154.78,154.89
4/4/2022,155.66,156.95,155.28,156.26
4/1/2022,155.71,156.05,154.87,155.51
3/31/2022,154.2,156.21,154.06,155.82
3/30/2022,154.69,155.22,153.53,154.32
3/29/2022,155.38,155.49,153.21,154.53
3/28/2022,155.63,155.83,154.81,155.48
3/25/2022,156.31,156.8,155.24,155.81
3/24/2022,157.21,157.42,155.89,156.42
3/23/2022,156.55,157.47,156.22,156.96
3/22/2022,157.15,157.15,156.23,156.59
3/21/2022,158.42,158.5,156.93,157.46
3/18/2022,158.35,158.93,157.92,158.53
3/17/2022,158.32,158.85,157.84,158.17
3/16/2022,158.79,158.97,157.72,158.23
3/15/2022,158.5,159.21,158.06,159.13
3/14/2022,159.62,159.89,158.3,158.37
3/11/2022,160.1,160.36,159.17,159.6
3/10/2022,160.79,161.59,159.18,159.94
3/9/2022,162.12,162.45,160.54,160.74
3/8/2022,164.13,164.33,161.69,162.18
3/7/2022,165.04,165.35,163.3,163.59
3/4/2022,163.23,164.91,162.86,164.65
3/3/2022,163.24,163.44,162.15,162.89
3/2/2022,164.14,164.54,162.7,163.07
3/1/2022,161.44,164.81,161,163.99
2/28/2022,160.72,161.69,159.94,160.73
2/25/2022,160.32,160.89,159.56,159.84
2/24/2022,159.87,161.7,159.7,160.62
2/23/2022,159.34,159.86,159.08,159.68
2/22/2022,160.61,160.86,158.85,159.39
2/21/2022,160.46,160.66,159.49,159.95
2/18/2022,159.89,160.43,159.3,160.03
2/17/2022,159.04,159.77,158.83,159.53
2/16/2022,158.44,159.16,158.03,158.92
2/15/2022,159.13,159.22,158.11,158.23
2/14/2022,159.58,160.07,158.64,158.92
2/11/2022,158.4,160.15,158.17,158.64
2/10/2022,159.49,159.65,158.06,158.63
2/9/2022,159.02,159.7,159.02,159.55
2/8/2022,159.4,159.8,158.72,158.87
2/7/2022,159.76,160.18,159.07,159.29
2/4/2022,160.58,160.69,159.41,159.71
2/3/2022,162.45,162.5,160.53,160.59
2/2/2022,162.5,162.86,162.1,162.35
2/1/2022,162.72,163.23,162.34,162.45
1/31/2022,163.6,163.62,162.5,162.8
1/28/2022,163.9,163.91,163.11,163.71
1/27/2022,163.47,164.11,163.36,163.85
1/26/2022,164.03,164.27,163.35,164.04
1/25/2022,164.31,164.58,163.95,164.35
1/24/2022,163.92,164.76,163.79,164.56
1/21/2022,163.69,164.32,163.61,163.98
1/20/2022,162.97,163.63,162.9,163.43
1/19/2022,162.99,163.23,162.64,163.07
1/18/2022,163.36,163.5,163,163.26
1/17/2022,163.49,163.61,163.22,163.34
1/14/2022,164.52,164.64,163.56,163.77
1/13/2022,163.77,164.69,163.55,164.4
1/12/2022,163.56,164.2,163.43,163.91
1/11/2022,163.61,163.89,163.26,163.48
1/10/2022,163.65,163.9,163.4,163.65
1/7/2022,164.14,164.22,163.57,163.69
1/6/2022,164.22,164.3,163.64,164.03
1/5/2022,164.44,164.62,164.22,164.44
1/4/2022,164.38,164.86,164.19,164.5
1/3/2022,165.05,165.22,164.24,164.43
12/30/2021,165.11,165.48,165,165.06
12/29/2021,166,166.11,165,165.2
12/28/2021,166.05,166.16,165.78,166.05
12/27/2021,166.17,166.33,165.77,166.1
12/23/2021,166.86,166.88,165.97,166.12
12/22/2021,167.16,167.21,166.46,166.83
12/21/2021,167.92,168.13,166.92,167
12/20/2021,168.43,168.63,167.78,168.11
12/17/2021,167.94,168.35,167.77,168.12
12/16/2021,167.78,168.13,167.12,167.74
12/15/2021,168.08,168.25,167.73,168.01
12/14/2021,168.33,168.44,167.87,168.15
12/13/2021,167.6,168.39,167.58,168.37
12/10/2021,167.82,167.96,167.47,167.93
12/9/2021,167.28,168,167.13,167.88
12/8/2021,168.11,168.71,167.09,167.18
12/7/2021,167.01,167.11,166.59,166.85
12/6/2021,167.24,167.33,166.92,167.23
12/3/2021,167.15,167.46,166.73,167.09
12/2/2021,166.79,167.38,166.44,167.07
12/1/2021,166.51,166.91,165.95,166.39
11/30/2021,166.31,167.03,166.16,166.69
11/29/2021,166.35,166.7,165.97,166.34
11/26/2021,165.51,166.78,165.46,166.66
11/25/2021,164.92,165.38,164.92,165.3
11/24/2021,165.06,165.5,164.63,164.86
11/23/2021,166,166.02,164.88,165.13
11/22/2021,166.51,166.89,165.85,166.09
11/19/2021,165.53,166.74,165.32,166.64
11/18/2021,165.26,165.7,165.2,165.56
11/17/2021,164.94,165.29,164.87,165.09
11/16/2021,164.86,165.18,164.68,165.09
11/15/2021,165.33,165.72,164.74,165.07
11/12/2021,164.82,165.39,164.64,165.17
11/11/2021,164.73,165.19,164.53,164.74
11/10/2021,165.58,165.7,164.59,165.01
11/9/2021,164.92,165.76,164.84,165.57
11/8/2021,165.42,165.44,164.75,165.01
11/5/2021,164.48,165.56,164.38,165.39
11/4/2021,163.49,164.65,163.35,164.53
11/3/2021,163.57,164.02,163.3,163.66
11/2/2021,162.71,163.68,162.63,163.65
11/1/2021,162.5,162.88,162.01,162.47
10/29/2021,163.27,163.3,162.03,162.44
10/28/2021,163.93,163.97,162.61,163.38
10/27/2021,163.1,164.15,162.83,163.86
10/26/2021,162.88,163.29,162.72,163.01
10/25/2021,162.76,163,162.39,162.97
10/22/2021,162.22,162.87,162.16,162.6
10/21/2021,162.82,163.12,162.24,162.57
10/20/2021,162.58,163.19,162.4,163.03
10/19/2021,163.4,163.8,162.66,162.86
10/18/2021,163.54,163.62,162.96,163.43
10/15/2021,164.16,164.16,163.49,163.88
10/14/2021,163.18,164.24,162.96,163.97
10/13/2021,162.66,163.44,162.63,163.26
10/12/2021,163.15,163.32,162.53,162.73
10/11/2021,163.42,163.43,162.89,163.1
10/8/2021,163.87,164.01,163.43,163.54
10/7/2021,163.85,164.32,163.72,164.03
10/6/2021,163.95,164.23,163.44,163.97
10/5/2021,164.49,164.71,163.96,163.98
10/4/2021,164.77,164.87,164.24,164.43
10/1/2021,164.35,164.85,164.24,164.54
9/30/2021,164.44,164.51,163.88,164.14
9/29/2021,163.97,164.64,163.93,164.47
9/28/2021,164.57,164.63,163.8,164.18
9/27/2021,164.65,165,164.05,164.49
9/24/2021,164.91,164.94,164.46,164.62
9/23/2021,165.99,166.04,164.92,165.02
9/22/2021,166.01,166.25,165.73,166.06
9/21/2021,166.02,166.28,165.59,166.06
9/20/2021,165.33,166.16,165.31,165.87
9/17/2021,165.52,165.64,165.13,165.32
9/16/2021,165.8,165.85,165.42,165.75
9/15/2021,166.18,166.39,165.66,165.89
9/14/2021,166.02,166.44,165.65,166.23
9/13/2021,166.03,166.24,165.94,166.12
9/10/2021,166.76,166.78,166.03,166.2
9/9/2021,166.01,166.8,165.91,166.6
9/8/2021,165.91,166.21,165.77,166.01
9/7/2021,166.49,166.61,165.81,165.94
9/6/2021,166.54,166.72,166.35,166.7
9/3/2021,166.87,167.09,166.35,166.62
9/2/2021,166.68,167.1,166.65,166.92
9/1/2021,166.8,166.95,166.43,166.68
8/31/2021,167.91,167.93,166.79,166.9
8/30/2021,167.56,167.85,167.28,167.73
8/27/2021,167.31,167.56,167.11,167.44
8/26/2021,167.36,167.59,167.16,167.38
8/25/2021,168.22,168.32,167.36,167.43
8/24/2021,168.38,168.53,168.11,168.28
8/23/2021,168.55,168.61,168.01,168.34
8/20/2021,168.47,168.67,168.44,168.6
8/19/2021,168.46,168.69,168.31,168.49
8/18/2021,168.26,168.53,168.16,168.37
8/17/2021,168.2,168.69,168.13,168.25
8/16/2021,168.31,168.52,167.93,168.25
8/13/2021,167.97,168.25,167.74,168.09
8/12/2021,168.21,168.22,167.8,168.03
8/11/2021,168,168.28,167.66,168.02
8/10/2021,168.05,168.4,167.86,168.04
8/9/2021,167.9,168.36,167.84,167.97
8/6/2021,168.65,168.72,167.92,167.95
8/5/2021,168.61,169.06,168.5,168.74
8/4/2021,168.46,168.97,168.3,168.39
8/3/2021,168.27,168.57,168.12,168.42
8/2/2021,168,168.52,167.8,168.27
7/30/2021,167.99,168.18,167.74,168.02
7/29/2021,168.02,168.12,167.48,167.89
7/28/2021,167.72,168.11,167.65,167.86
7/27/2021,167.33,167.82,167.27,167.71
7/26/2021,167.45,167.87,167.07,167.28
7/23/2021,167.35,167.42,167.01,167.26
7/22/2021,166.99,167.6,166.69,167.39
7/21/2021,167.22,167.56,166.86,166.98
7/20/2021,166.93,167.73,166.86,167.3
7/19/2021,166.6,167.17,166.47,166.97
7/16/2021,166.31,166.49,166.1,166.32
7/15/2021,166,166.35,165.9,166.03
7/14/2021,165.17,165.94,165.15,165.79
7/13/2021,165.5,165.76,165.15,165.57
7/12/2021,165.36,165.77,165.36,165.5
7/9/2021,165.61,165.77,165.32,165.35
7/8/2021,165.61,166.22,165.54,165.79
7/7/2021,165.05,165.72,164.91,165.47
7/6/2021,164.17,165.1,163.94,165.05
7/5/2021,164.57,164.63,164.1,164.15
7/2/2021,164.07,164.64,163.99,164.54
7/1/2021,163.95,164.14,163.67,163.99
6/30/2021,163.58,164.19,163.43,164.06
6/29/2021,163.7,163.78,163.31,163.52
6/28/2021,163.24,163.79,163.16,163.71
6/25/2021,163.69,163.75,163.13,163.22
6/24/2021,163.66,163.84,163.33,163.78
6/23/2021,163.47,163.91,163.21,163.62
6/22/2021,163.57,163.65,163.12,163.4
6/21/2021,164.14,164.48,163.38,163.61
6/18/2021,163.92,164.33,163.81,164.05
6/17/2021,163.42,164.15,163.25,163.89
6/16/2021,163.75,164.11,163.36,163.98
6/15/2021,164.07,164.25,163.7,163.77
6/14/2021,164.36,164.49,163.97,164.09
6/11/2021,164.32,164.61,164.24,164.33
6/10/2021,164,164.33,163.42,163.98
6/9/2021,163.56,164.3,163.53,164.01
6/8/2021,163.17,163.75,163.15,163.55
6/7/2021,163.37,163.48,163.1,163.2
6/4/2021,162.98,163.51,162.92,163.41
6/3/2021,163.25,163.28,162.89,163.02
6/2/2021,163,163.28,162.96,163.23
6/1/2021,163.14,163.23,162.76,162.91
5/31/2021,162.95,163.16,162.56,163.02
5/28/2021,162.89,163.16,162.61,163.02
5/27/2021,163.38,163.46,162.76,162.87
5/26/2021,162.96,163.48,162.77,163.37
5/25/2021,162.45,163,162.37,162.77
5/24/2021,162.26,162.49,162.1,162.4
5/21/2021,161.9,162.39,161.83,162.22
5/20/2021,161.71,162,161.56,161.92
5/19/2021,161.84,162.2,161.37,161.98
5/18/2021,161.91,162.22,161.77,161.9
5/17/2021,162.21,162.43,161.75,161.94
5/14/2021,162.1,162.29,161.85,162.06
5/13/2021,161.88,162.16,161.67,161.97
5/12/2021,162.5,162.85,161.91,162.02
5/11/2021,163.21,163.33,162.47,162.53
5/10/2021,163.26,163.4,163.05,163.37
5/7/2021,163.51,164.06,163.28,163.55
5/6/2021,163.65,163.96,163.31,163.67
5/5/2021,163.7,163.72,163.28,163.55
5/4/2021,163.23,163.88,162.97,163.74
5/3/2021,163.06,163.42,162.55,163.24
4/30/2021,162.87,163.27,162.85,163.08
4/29/2021,163.69,163.72,162.74,162.96
4/28/2021,163.67,163.75,163.12,163.56
4/27/2021,163.83,163.99,163.59,163.84
4/26/2021,163.83,164.03,163.54,163.91
4/23/2021,164.1,164.21,163.75,163.91
4/22/2021,164.1,164.35,163.61,164.02
4/21/2021,163.9,164.2,163.69,163.96
4/20/2021,163.46,164.01,163.17,163.82
4/19/2021,164.02,164.15,163.25,163.56
4/16/2021,164.36,164.39,163.85,163.99
4/15/2021,163.74,164.6,163.68,164.41
4/14/2021,164.65,164.7,163.74,163.95
4/13/2021,164.3,164.62,164.06,164.34
4/12/2021,164.33,164.95,164.31,164.38
4/9/2021,165.06,165.15,164.23,164.45
4/8/2021,164.75,165.2,164.71,164.97
4/7/2021,164.75,165.14,164.68,164.75
4/6/2021,164.63,164.97,164.4,164.76
4/1/2021,164.18,164.94,164.15,164.91
3/31/2021,164.22,164.48,163.96,164.36
3/30/2021,164.61,164.64,163.79,164.08
3/29/2021,165.16,165.42,164.53,164.7
3/26/2021,165.64,165.66,164.99,165.2
3/25/2021,165.38,165.74,165.23,165.66
3/24/2021,165.27,165.52,165.01,165.25
3/23/2021,164.62,165.25,164.5,165
3/22/2021,164.38,164.88,164.31,164.57
3/19/2021,164.04,164.51,164.01,164.3
3/18/2021,164.52,164.55,163.6,163.8
3/17/2021,164.76,164.88,164.06,164.16
3/16/2021,164.85,165.08,164.72,164.86
3/15/2021,164.4,164.95,164.28,164.86
3/12/2021,164.7,164.73,164.13,164.2
3/11/2021,164.51,165.28,164.38,164.72
3/10/2021,164.46,164.61,164.15,164.4
3/9/2021,164.01,164.78,163.91,164.31
3/8/2021,164.17,164.29,163.86,163.96
3/5/2021,163.64,164.23,163.58,163.95
3/4/2021,163.74,164.46,163.66,164.22
3/3/2021,164.88,164.92,163.7,163.9
3/2/2021,164.7,164.88,164.09,164.62
3/1/2021,163.97,164.7,163.72,164.51
2/26/2021,162.06,163.86,162.06,163.35
2/25/2021,164.16,164.2,162.03,163.01
2/24/2021,164.44,164.52,163.6,163.99
2/23/2021,164.52,164.6,163.77,164.3
2/22/2021,163.9,164.97,163.53,164.67
2/19/2021,164.59,164.65,163.93,164.13
2/18/2021,165.07,165.21,164.33,164.63
2/17/2021,164.4,165.09,164.33,164.99
2/16/2021,165.19,165.4,164.44,164.75
2/15/2021,165.6,165.65,165.1,165.18
2/12/2021,166.34,166.48,165.72,165.92
2/11/2021,166.22,166.59,166.19,166.38
2/10/2021,166.02,166.33,165.89,166.05
2/9/2021,166.05,166.31,165.87,166.16
2/8/2021,165.91,166.18,165.56,166.07
2/5/2021,166.23,166.43,165.58,166.12
2/4/2021,166.3,166.52,166.05,166.27
2/3/2021,166.55,166.65,166.3,166.42
2/2/2021,167.08,167.18,166.58,166.7
2/1/2021,167.31,167.37,166.92,167.17
1/29/2021,167.53,167.61,166.84,167.2
1/28/2021,167.59,167.91,167.41,167.72
1/27/2021,167.51,168.07,167.34,167.74
1/26/2021,167.77,167.91,167.4,167.47
1/25/2021,167.08,167.83,167.07,167.78
1/22/2021,166.71,167.22,166.58,167.11
1/21/2021,167.36,167.51,166.69,166.75
1/20/2021,167.28,167.45,167.2,167.4
1/19/2021,167.26,167.4,167.05,167.35
1/18/2021,167.66,167.76,167.19,167.32
1/15/2021,167.6,167.89,167.45,167.61
1/14/2021,167.44,167.91,167.27,167.79
1/13/2021,166.79,167.55,166.67,167.31
1/12/2021,166.78,166.82,166.29,166.39
1/11/2021,167.23,167.5,166.79,166.88
1/8/2021,167.28,167.48,167.11,167.25
1/7/2021,167.42,167.64,167.12,167.2
1/6/2021,167.8,167.8,166.97,167.32
1/5/2021,168.17,168.22,167.66,167.85
1/4/2021,167.73,168.32,167.47,168.07
12/30/2020,167.68,167.79,167.22,167.59
12/29/2020,167.55,167.7,167.47,167.65
12/28/2020,167.3,167.72,167.12,167.34
12/23/2020,168.02,168.13,166.96,167.02
12/22/2020,167.65,168.04,167.58,167.88
12/21/2020,167.78,168.39,167.56,167.81
12/18/2020,167.69,167.8,167.23,167.61
12/17/2020,167.55,167.93,167.29,167.64
12/16/2020,168.23,168.26,167.22,167.5
12/15/2020,168.32,168.52,168.12,168.22
12/14/2020,168.32,168.51,168.08,168.37
12/11/2020,168.22,168.72,168.12,168.63
12/10/2020,168.25,168.5,167.72,168.03
12/9/2020,168.03,168.25,167.86,168.14
12/8/2020,167.84,168.3,167.77,168.23
12/7/2020,167.83,168.31,167.83,168.21
12/4/2020,167.95,168.02,167.61,167.62
12/3/2020,167.43,167.98,167.36,167.74
12/2/2020,167.36,167.49,167.17,167.28
12/1/2020,168.12,168.25,167.27,167.36
11/30/2020,168.43,168.52,168.01,168.05
11/27/2020,168.39,168.45,168.21,168.3
11/26/2020,167.98,168.39,167.96,168.31
11/25/2020,167.9,168.26,167.76,168.13
11/24/2020,168.17,168.27,167.92,168.06
11/23/2020,168.5,168.51,168.06,168.21
11/20/2020,168.25,168.53,168.05,168.33
11/19/2020,168,168.21,167.9,168.13
11/18/2020,168.08,168.26,167.71,167.92
11/17/2020,167.74,168.07,167.65,167.98
11/16/2020,167.74,168.09,167.25,167.73
11/13/2020,167.71,167.97,167.58,167.74
11/12/2020,167.22,167.77,167.06,167.54
11/11/2020,166.81,167.3,166.46,167.1
11/10/2020,167.34,167.43,166.72,166.82
11/9/2020,168.89,169.26,167.06,167.16
11/6/2020,169.22,169.29,168.66,168.83
11/5/2020,169.32,169.45,168.89,169.13
11/4/2020,168.51,169.63,168.33,169.2
11/3/2020,169.09,169.17,168.62,168.82
11/2/2020,169.05,169.16,168.7,169.04
10/30/2020,168.98,169.18,168.7,168.95
10/29/2020,168.83,169.24,168.72,169.11
10/28/2020,168.88,169.23,168.75,168.87
10/27/2020,168.25,168.86,168.07,168.74
10/26/2020,168.3,168.53,167.9,168.1
10/23/2020,168,168.32,167.8,168.06
10/22/2020,168.34,168.53,167.97,167.99
10/21/2020,168.47,168.66,168.14,168.51
10/20/2020,168.9,169.04,168.46,168.61
10/19/2020,168.81,168.97,168.57,168.91
10/16/2020,168.62,169.09,168.57,168.87
10/15/2020,168.17,169.08,168.15,168.7
10/14/2020,167.87,168.3,167.84,168.15
10/13/2020,167.68,167.93,167.56,167.86
10/12/2020,167.54,167.67,167.4,167.61
10/9/2020,167.32,167.66,167.29,167.48
10/8/2020,166.9,167.38,166.84,167.28
10/7/2020,167.38,167.41,166.73,166.93
10/6/2020,166.98,167.45,166.95,167.07
10/5/2020,167.47,167.7,166.99,167.22
10/2/2020,167.41,167.77,167.4,167.46
10/1/2020,167.3,167.51,166.97,167.46
9/30/2020,167.61,167.75,167.14,167.32
9/29/2020,167.43,167.7,167.38,167.67
9/28/2020,167.38,167.48,167.11,167.42
9/25/2020,167.07,167.5,166.96,167.47
9/24/2020,167.23,167.52,167.02,167.24
9/23/2020,167.18,167.44,166.99,167.01
9/22/2020,167.36,167.54,167.05,167.17
9/21/2020,166.88,167.65,166.75,167.45
9/18/2020,166.87,167.23,166.73,166.87
9/17/2020,166.85,167.25,166.54,167.06
9/16/2020,166.92,167.09,166.64,166.72
9/15/2020,166.85,166.95,166.58,166.8
9/14/2020,166.82,167.12,166.71,166.8
9/11/2020,166.46,166.84,166.34,166.76
9/10/2020,166.41,166.71,165.86,165.91
9/9/2020,167.14,167.21,166.31,166.48
9/8/2020,166.51,167.19,166.41,167.05
9/7/2020,166.48,166.8,166.13,166.51
9/4/2020,166.92,167.03,166.36,166.77
9/3/2020,166.73,167.17,166.48,167.06
9/2/2020,166.11,166.81,165.99,166.66
9/1/2020,165.45,166.17,165.16,165.71
8/31/2020,165.62,165.77,165.21,165.55
8/28/2020,165.28,165.81,165.05,165.67
